Name,GB%,GB SQ%,FB%,FB SQ%
Tommy Pham,0.49174917491749176,0.6308724832214765,0.5082508250825083,0.7207792207792207
Kyle Stowers,0.3489208633093525,0.5979381443298969,0.6510791366906474,0.6795580110497238
Chas McCormick,0.3783783783783784,0.5357142857142857,0.6216216216216216,0.6304347826086957
Gavin Sheets,0.35142118863049093,0.5808823529411765,0.648578811369509,0.6254980079681275
Corbin Carroll,0.324455205811138,0.5597014925373134,0.6755447941888619,0.7060931899641577
Joc Pederson,0.36,0.6805555555555556,0.64,0.6953125
Spencer Torkelson,0.23809523809523808,0.5684210526315789,0.7619047619047619,0.694078947368421
Nathaniel Lowe,0.39425587467362927,0.5165562913907285,0.6057441253263708,0.6594827586206896
Rowdy Tellez,0.36363636363636365,0.6842105263157895,0.6363636363636364,0.6541353383458647
Zach McKinstry,0.34293948126801155,0.5630252100840336,0.6570605187319885,0.7324561403508771
Isiah Kiner-Falefa,0.5166666666666667,0.6451612903225806,0.48333333333333334,0.6724137931034483
Willi Castro,0.3664383561643836,0.5233644859813084,0.6335616438356164,0.6756756756756757
Jesse Winker,0.3137254901960784,0.6875,0.6862745098039216,0.6857142857142857
J.T. Realmuto,0.40691489361702127,0.5555555555555556,0.5930851063829787,0.7219730941704036
Kyle Farmer,0.35545023696682465,0.64,0.6445497630331753,0.7794117647058824
Nick Allen,0.41843971631205673,0.7711864406779662,0.5815602836879432,0.6951219512195121
Hunter Goodman,0.3281653746770026,0.6141732283464567,0.6718346253229974,0.6730769230769231
Brent Rooker,0.3298097251585624,0.5833333333333334,0.6701902748414377,0.6466876971608833
Ryan McMahon,0.38509316770186336,0.6532258064516129,0.6149068322981367,0.7575757575757576
Jose Herrera,0.40601503759398494,0.7407407407407407,0.5939849624060151,0.6455696202531646
Yandy Diaz,0.5111561866125761,0.6587301587301587,0.48884381338742394,0.7178423236514523
Trey Sweeney,0.4174757281553398,0.5232558139534884,0.5825242718446602,0.5833333333333334
Martin Maldonado,0.375,0.5555555555555556,0.625,0.6333333333333333
Leody Taveras,0.36,0.6888888888888889,0.64,0.6
Dylan Moore,0.3,0.5714285714285714,0.7,0.5918367346938775
Liam Hicks,0.39285714285714285,0.6363636363636364,0.6071428571428571,0.7470588235294118
Taylor Walls,0.35909090909090907,0.6582278481012658,0.6409090909090909,0.7659574468085106
Jonah Heim,0.38461538461538464,0.7333333333333333,0.6153846153846154,0.7395833333333334
Alek Thomas,0.49843260188087773,0.6540880503144654,0.5015673981191222,0.75
Adam Frazier,0.3372093023255814,0.6896551724137931,0.6627906976744186,0.75
Josh Lowe,0.40069686411149824,0.5826086956521739,0.5993031358885017,0.7151162790697675
Jordan Beck,0.3626373626373626,0.4772727272727273,0.6373626373626373,0.646551724137931
Pavin Smith,0.37012987012987014,0.6842105263157895,0.6298701298701299,0.7319587628865979
Mitch Garver,0.3107344632768362,0.6181818181818182,0.6892655367231638,0.7786885245901639
Christopher Morel,0.31952662721893493,0.5925925925925926,0.6804733727810651,0.6782608695652174
Junior Caminero,0.4462809917355372,0.5509259259259259,0.5537190082644629,0.5932835820895522
Brandon Lowe,0.3370165745856354,0.5983606557377049,0.6629834254143646,0.7166666666666667
Donovan Solano,0.4375,0.7678571428571429,0.5625,0.8194444444444444
Miles Mastrobuoni,0.453125,0.6896551724137931,0.546875,0.8
Nathan Lukes,0.44011976047904194,0.7891156462585034,0.5598802395209581,0.7005347593582888
Dillon Dingler,0.3098159509202454,0.5742574257425742,0.6901840490797546,0.7111111111111111
Brett Baty,0.4912891986062718,0.6028368794326241,0.5087108013937283,0.6506849315068494
Ezequiel Tovar,0.2936802973977695,0.569620253164557,0.7063197026022305,0.6263157894736842
Nick Martini,0.3855421686746988,0.65625,0.6144578313253012,0.6078431372549019
Luis Urias,0.4,0.6224489795918368,0.6,0.7142857142857143
Curtis Mead,0.3333333333333333,0.6101694915254238,0.6666666666666666,0.5932203389830508
Jose Caballero,0.35135135135135137,0.6923076923076923,0.6486486486486487,0.6736111111111112
Kameron Misner,0.3816793893129771,0.48,0.6183206106870229,0.6419753086419753
Brenton Doyle,0.421195652173913,0.6451612903225806,0.5788043478260869,0.7230046948356808
Jonathan Aranda,0.311787072243346,0.7926829268292683,0.688212927756654,0.7624309392265194
Jackson Chourio,0.4,0.5862068965517241,0.6,0.685823754789272
Jung Hoo Lee,0.4056795131845842,0.71,0.5943204868154158,0.726962457337884
Eric Wagaman,0.4,0.6513157894736842,0.6,0.6447368421052632
Edmundo Sosa,0.418848167539267,0.55,0.581151832460733,0.7207207207207207
Mauricio Dubon,0.37462235649546827,0.5887096774193549,0.6253776435045317,0.6038647342995169
Brandon Marsh,0.36363636363636365,0.67,0.6363636363636364,0.7657142857142857
Casey Schmitt,0.27896995708154504,0.5384615384615384,0.721030042918455,0.7261904761904762
Christian Vazquez,0.34394904458598724,0.6666666666666666,0.6560509554140127,0.6990291262135923
Javier Sanoja,0.43884892086330934,0.8032786885245902,0.5611510791366906,0.6987179487179487
Zach Dezenzo,0.3114754098360656,0.5789473684210527,0.6885245901639344,0.5952380952380952
Ezequiel Duran,0.3684210526315789,0.6785714285714286,0.631578947368421,0.5625
Santiago Espinal,0.39552238805970147,0.7169811320754716,0.6044776119402985,0.691358024691358
Luis Matos,0.410958904109589,0.6,0.589041095890411,0.6395348837209303
Victor Caratini,0.38596491228070173,0.5818181818181818,0.6140350877192983,0.7257142857142858
Danny Jansen,0.24390243902439024,0.62,0.7560975609756098,0.7225806451612903
Amed Rosario,0.4503311258278146,0.6617647058823529,0.5496688741721855,0.6867469879518072
Jack Suwinski,0.3118279569892473,0.3793103448275862,0.6881720430107527,0.640625
Brooks Baldwin,0.37727272727272726,0.6867469879518072,0.6227272727272727,0.7883211678832117
Mickey Gasper,0.36363636363636365,0.7142857142857143,0.6363636363636364,0.6326530612244898
Matt Thaiss,0.3783783783783784,0.5952380952380952,0.6216216216216216,0.6231884057971014
Michael Toglia,0.2947976878612717,0.5098039215686274,0.7052023121387283,0.6967213114754098
Jared Triolo,0.3667953667953668,0.6526315789473685,0.6332046332046332,0.6707317073170732
Davis Schneider,0.2713178294573643,0.5142857142857142,0.7286821705426356,0.776595744680851
Kody Clemens,0.3178294573643411,0.5487804878048781,0.6821705426356589,0.8011363636363636
Riley Adams,0.45394736842105265,0.5362318840579711,0.5460526315789473,0.5662650602409639
Nolan Jones,0.3770491803278688,0.6630434782608695,0.6229508196721312,0.743421052631579
Daniel Schneemann,0.4122137404580153,0.5462962962962963,0.5877862595419847,0.7857142857142857
Gary Sanchez,0.375,0.7083333333333334,0.625,0.775
Heston Kjerstad,0.35714285714285715,0.65,0.6428571428571429,0.7777777777777778
Carlos Narvaez,0.4222972972972973,0.72,0.5777027027027027,0.7602339181286549
Paul DeJong,0.21428571428571427,0.4074074074074074,0.7857142857142857,0.6565656565656566
J.C. Escarra,0.4444444444444444,0.78125,0.5555555555555556,0.7
David Hamilton,0.37593984962406013,0.62,0.6240601503759399,0.6024096385542169
Jake Bauers,0.3225806451612903,0.575,0.6774193548387096,0.6547619047619048
Jose Tena,0.5398230088495575,0.7377049180327869,0.46017699115044247,0.7884615384615384
Yoan Moncada,0.34285714285714286,0.6666666666666666,0.6571428571428571,0.6521739130434783
Oswald Peraza,0.4695121951219512,0.6363636363636364,0.5304878048780488,0.6206896551724138
Jose Iglesias,0.5333333333333333,0.6397058823529411,0.4666666666666667,0.6470588235294118
Johan Rojas,0.5126050420168067,0.7377049180327869,0.48739495798319327,0.5517241379310345
Kyren Paris,0.2727272727272727,0.6111111111111112,0.7272727272727273,0.6666666666666666
Rafael Marchan,0.45555555555555555,0.7804878048780488,0.5444444444444444,0.7346938775510204
Jake Mangum,0.5845697329376854,0.7208121827411168,0.41543026706231456,0.7571428571428571
Myles Straw,0.36681222707423583,0.75,0.6331877729257642,0.7931034482758621
Garrett Hampson,0.37254901960784315,0.7368421052631579,0.6274509803921569,0.6875
Enmanuel Valdez,0.3333333333333333,0.68,0.6666666666666666,0.8
Tyler Heineman,0.384,0.6666666666666666,0.616,0.6233766233766234
Freddy Fermin,0.4367816091954023,0.7631578947368421,0.5632183908045977,0.6870748299319728
Austin Wynns,0.3698630136986301,0.5555555555555556,0.6301369863013698,0.717391304347826
Pedro Pages,0.3953488372093023,0.5196078431372549,0.6046511627906976,0.5897435897435898
Travis d'Arnaud,0.35714285714285715,0.66,0.6428571428571429,0.7222222222222222
Nolan Gorman,0.21559633027522937,0.5106382978723404,0.7844036697247706,0.7017543859649122
Tyler Freeman,0.48942598187311176,0.7530864197530864,0.5105740181268882,0.6923076923076923
Ben Rortvedt,0.4175824175824176,0.5526315789473685,0.5824175824175825,0.4528301886792453
Jacob Stallings,0.4375,0.5428571428571428,0.5625,0.8666666666666667
Max Schuemann,0.39473684210526316,0.7166666666666667,0.6052631578947368,0.7282608695652174
Mickey Moniak,0.29754601226993865,0.5360824742268041,0.7024539877300614,0.6724890829694323
Ramon Laureano,0.3425925925925926,0.6126126126126126,0.6574074074074074,0.7183098591549296
Mark Canha,0.34065934065934067,0.6774193548387096,0.6593406593406593,0.7166666666666667
Rob Refsnyder,0.38461538461538464,0.7,0.6153846153846154,0.7125
Justyn-Henry Malloy,0.28378378378378377,0.42857142857142855,0.7162162162162162,0.6415094339622641
Edouard Julien,0.4146341463414634,0.6078431372549019,0.5853658536585366,0.8333333333333334
Austin Hedges,0.2796610169491525,0.5454545454545454,0.7203389830508474,0.6705882352941176
Romy Gonzalez,0.4789915966386555,0.6842105263157895,0.5210084033613446,0.7580645161290323
DaShawn Keirsey Jr.,0.5,0.6538461538461539,0.5,0.6923076923076923
Christian Koss,0.48507462686567165,0.6,0.5149253731343284,0.7536231884057971
Alex Call,0.39090909090909093,0.7790697674418605,0.6090909090909091,0.7910447761194029
Chris Taylor,0.2916666666666667,0.5238095238095238,0.7083333333333334,0.6470588235294118
Hayden Senger,0.4807692307692308,0.76,0.5192307692307693,0.6296296296296297
Eli White,0.3924731182795699,0.547945205479452,0.6075268817204301,0.6194690265486725
Dylan Carlson,0.3048780487804878,0.7,0.6951219512195121,0.7982456140350878
Gunnar Henderson,0.46258503401360546,0.6617647058823529,0.5374149659863946,0.620253164556962
Alexander Canario,0.3722627737226277,0.4117647058823529,0.6277372262773723,0.6046511627906976
Tim Tawa,0.4714285714285714,0.5303030303030303,0.5285714285714286,0.6621621621621622
Thomas Saggese,0.3641025641025641,0.7323943661971831,0.6358974358974359,0.7016129032258065
Mike Tauchman,0.3293172690763052,0.6707317073170732,0.6706827309236948,0.7425149700598802
Yohel Pozo,0.35766423357664234,0.7346938775510204,0.6423357664233577,0.6022727272727273
Hunter Feduccia,0.3770491803278688,0.6521739130434783,0.6229508196721312,0.631578947368421
Sean Murphy,0.4385026737967914,0.5121951219512195,0.5614973262032086,0.7047619047619048
Leo Rivas,0.4090909090909091,0.6666666666666666,0.5909090909090909,0.8717948717948718
Dominic Canzone,0.40860215053763443,0.7236842105263158,0.5913978494623656,0.7363636363636363
Drew Waters,0.4,0.5689655172413793,0.6,0.6091954022988506
Angel Martinez,0.3391304347826087,0.6923076923076923,0.6608695652173913,0.6535087719298246
Chase Meidroth,0.49868766404199477,0.7315789473684211,0.5013123359580053,0.8324607329842932
Henry Davis,0.28415300546448086,0.6730769230769231,0.7158469945355191,0.5648854961832062
Noelvi Marte,0.4246031746031746,0.6074766355140186,0.5753968253968254,0.6068965517241379
Joshua Palacios,0.40217391304347827,0.5405405405405406,0.5978260869565217,0.6363636363636364
Adael Amador,0.4090909090909091,0.75,0.5909090909090909,0.5192307692307693
Brooks Lee,0.4025,0.6894409937888198,0.5975,0.7573221757322176
Nasim Nunez,0.453125,0.5517241379310345,0.546875,0.9142857142857143
Tyler Wade,0.4875,0.6923076923076923,0.5125,0.6341463414634146
Austin Hays,0.3563636363636364,0.5102040816326531,0.6436363636363637,0.711864406779661
Jesus Sanchez,0.4227405247813411,0.5655172413793104,0.577259475218659,0.6262626262626263
Addison Barger,0.39589442815249265,0.6222222222222222,0.6041055718475073,0.6116504854368932
Ben Williamson,0.5581395348837209,0.6833333333333333,0.4418604651162791,0.6
Connor Joe,0.35294117647058826,0.7777777777777778,0.6470588235294118,0.6666666666666666
Connor Norby,0.30493273542600896,0.4117647058823529,0.695067264573991,0.7677419354838709
Edgar Quero,0.46283783783783783,0.7664233576642335,0.5371621621621622,0.8742138364779874
Vidal Brujan,0.40298507462686567,0.6666666666666666,0.5970149253731343,0.8
Caleb Durbin,0.39800995024875624,0.65,0.6019900497512438,0.6611570247933884
Zach Neto,0.30726256983240224,0.5818181818181818,0.6927374301675978,0.8064516129032258
Luke Keaschall,0.4090909090909091,0.7936507936507936,0.5909090909090909,0.7252747252747253
Alex Verdugo,0.4121212121212121,0.7647058823529411,0.5878787878787879,0.7835051546391752
Chandler Simpson,0.576,0.6944444444444444,0.424,0.7861635220125787
Braxton Fulford,0.3333333333333333,0.56,0.6666666666666666,0.6
Ronny Simon,0.49230769230769234,0.65625,0.5076923076923077,0.5454545454545454
Agustin Ramirez,0.460093896713615,0.576530612244898,0.539906103286385,0.5782608695652174
Weston Wilson,0.38461538461538464,0.5666666666666667,0.6153846153846154,0.6666666666666666
Nick Kurtz,0.3284132841328413,0.48314606741573035,0.6715867158671587,0.6648351648351648
Jeff McNeil,0.32285714285714284,0.6991150442477876,0.6771428571428572,0.6540084388185654
Francisco Alvarez,0.44508670520231214,0.6493506493506493,0.5549132947976878,0.7916666666666666
Jorge Barrosa,0.40384615384615385,0.5714285714285714,0.5961538461538461,0.8709677419354839
Jonatan Clase,0.4027777777777778,0.5172413793103449,0.5972222222222222,0.5813953488372093
Daulton Varsho,0.26136363636363635,0.45652173913043476,0.7386363636363636,0.6846153846153846
Tyler Stephenson,0.3333333333333333,0.532258064516129,0.6666666666666666,0.8064516129032258
Emmanuel Rivera,0.375,0.6388888888888888,0.625,0.7333333333333333
Coby Mayo,0.2696629213483146,0.5625,0.7303370786516854,0.49230769230769234
Josh Rojas,0.36879432624113473,0.7884615384615384,0.6312056737588653,0.7752808988764045
Abraham Toro,0.3963963963963964,0.5909090909090909,0.6036036036036037,0.664179104477612
Hyeseong Kim,0.41818181818181815,0.6304347826086957,0.5818181818181818,0.78125
Royce Lewis,0.32550335570469796,0.7010309278350515,0.674496644295302,0.6567164179104478
Liover Peguero,0.5454545454545454,0.43333333333333335,0.45454545454545453,0.48
Evan Carter,0.3790849673202614,0.6206896551724138,0.6209150326797386,0.7052631578947368
James Outman,0.323943661971831,0.4782608695652174,0.676056338028169,0.6458333333333334
Sam Haggerty,0.488,0.6065573770491803,0.512,0.546875
Nick Sogard,0.3611111111111111,0.6153846153846154,0.6388888888888888,0.717391304347826
Will Benson,0.3136094674556213,0.6415094339622641,0.6863905325443787,0.7844827586206896
Andruw Monasterio,0.2553191489361702,0.625,0.7446808510638298,0.7142857142857143
DJ LeMahieu,0.5434782608695652,0.86,0.45652173913043476,0.8333333333333334
Dalton Rushing,0.3023255813953488,0.6153846153846154,0.6976744186046512,0.7
Spencer Horwitz,0.33448275862068966,0.6597938144329897,0.6655172413793103,0.7512953367875648
Robert Hassell III,0.48507462686567165,0.676923076923077,0.5149253731343284,0.7246376811594203
Ronald Acuna Jr.,0.3898305084745763,0.5652173913043478,0.6101694915254238,0.6597222222222222
Daylen Lile,0.3308550185873606,0.6629213483146067,0.6691449814126395,0.7333333333333333
Denzel Clarke,0.48314606741573035,0.6511627906976745,0.5168539325842697,0.6086956521739131
Matt Vierling,0.3333333333333333,0.7727272727272727,0.6666666666666666,0.75
Marcelo Mayer,0.4482758620689655,0.6410256410256411,0.5517241379310345,0.625
Alejandro Osuna,0.39316239316239315,0.6086956521739131,0.6068376068376068,0.6056338028169014
Nick Loftin,0.36363636363636365,0.5769230769230769,0.6363636363636364,0.7362637362637363
Willie MacIver,0.44,0.6666666666666666,0.56,0.6190476190476191
Reese McGuire,0.37962962962962965,0.5853658536585366,0.6203703703703703,0.6865671641791045
John Rave,0.4954128440366973,0.5925925925925926,0.5045871559633027,0.6545454545454545
Wenceel Perez,0.30916030534351147,0.7530864197530864,0.6908396946564885,0.7679558011049724
Thairo Estrada,0.46923076923076923,0.5737704918032787,0.5307692307692308,0.6231884057971014
Cole Young,0.3277777777777778,0.6610169491525424,0.6722222222222223,0.6528925619834711
Ildemaro Vargas,0.5686274509803921,0.7068965517241379,0.43137254901960786,0.7727272727272727
Parker Meadows,0.3925925925925926,0.5849056603773585,0.6074074074074074,0.7682926829268293
David Fry,0.3522727272727273,0.6451612903225806,0.6477272727272727,0.7368421052631579
Jac Caglianone,0.45569620253164556,0.4305555555555556,0.5443037974683544,0.5930232558139535
Ronny Mauricio,0.4375,0.5918367346938775,0.5625,0.6507936507936508
Heriberto Hernandez,0.3756906077348066,0.5588235294117647,0.6243093922651933,0.6814159292035398
Dominic Smith,0.3313253012048193,0.6545454545454545,0.6686746987951807,0.7657657657657657
Andrew Knizner,0.463768115942029,0.5625,0.5362318840579711,0.5405405405405406
Kyle Teel,0.29775280898876405,0.660377358490566,0.702247191011236,0.696
Ryan Ritter,0.47692307692307695,0.4838709677419355,0.5230769230769231,0.6764705882352942
Jahmai Jones,0.31958762886597936,0.6129032258064516,0.6804123711340206,0.7121212121212122
Otto Kemp,0.36363636363636365,0.5625,0.6363636363636364,0.75
Roman Anthony,0.47398843930635837,0.7195121951219512,0.5260115606936416,0.7692307692307693
Christian Moore,0.37254901960784315,0.5789473684210527,0.6274509803921569,0.609375
Cooper Hummel,0.4482758620689655,0.7307692307692307,0.5517241379310345,0.8125
Giancarlo Stanton,0.33766233766233766,0.5769230769230769,0.6623376623376623,0.6274509803921569
Brady House,0.41711229946524064,0.5512820512820513,0.5828877005347594,0.7614678899082569
Bryce Johnson,0.43333333333333335,0.6538461538461539,0.5666666666666667,0.7647058823529411
Nate Eaton,0.484375,0.7096774193548387,0.515625,0.45454545454545453
James McCann,0.44565217391304346,0.6829268292682927,0.5543478260869565,0.7254901960784313
Jose Fermin,0.37254901960784315,0.8421052631578947,0.6274509803921569,0.6875
Taylor Trammell,0.4155844155844156,0.625,0.5844155844155844,0.6666666666666666
Michael Helman,0.37037037037037035,0.6,0.6296296296296297,0.5490196078431373
Colby Thomas,0.3466666666666667,0.5,0.6533333333333333,0.7142857142857143
Yanquiel Fernandez,0.44680851063829785,0.5238095238095238,0.5531914893617021,0.6153846153846154
Blaze Alexander,0.47297297297297297,0.5142857142857142,0.527027027027027,0.8076923076923077
Ha-seong Kim,0.3582089552238806,0.6875,0.6417910447761194,0.7441860465116279
Colson Montgomery,0.32947976878612717,0.47368421052631576,0.6705202312138728,0.5603448275862069
Joey Loperfido,0.37142857142857144,0.6538461538461539,0.6285714285714286,0.6363636363636364
Masataka Yoshida,0.5389221556886228,0.7222222222222222,0.46107784431137727,0.7142857142857143
Alex Jackson,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.5555555555555556
Nacho Alvarez Jr.,0.34507042253521125,0.6938775510204082,0.6549295774647887,0.6344086021505376
Adrian Del Castillo,0.28,0.6190476190476191,0.72,0.6666666666666666
Blake Perkins,0.45794392523364486,0.6530612244897959,0.5420560747663551,0.7931034482758621
Cody Freeman,0.42105263157894735,0.575,0.5789473684210527,0.7454545454545455
Carlos Cortes,0.34210526315789475,0.5769230769230769,0.6578947368421053,0.74
Warming Bernabel,0.41228070175438597,0.7021276595744681,0.5877192982456141,0.5671641791044776
Tristan Gray,0.29508196721311475,0.5,0.7049180327868853,0.6976744186046512
Darell Hernaiz,0.4551282051282051,0.6197183098591549,0.5448717948717948,0.6823529411764706
Troy Johnston,0.32941176470588235,0.6785714285714286,0.6705882352941176,0.6491228070175439
Alex Freeland,0.34,0.5882352941176471,0.66,0.7575757575757576
Austin Martin,0.47244094488188976,0.6166666666666667,0.5275590551181102,0.7164179104477612
Jeremiah Jackson,0.475,0.5789473684210527,0.525,0.746031746031746
Tyler Locklear,0.5333333333333333,0.5,0.4666666666666667,0.6785714285714286
Jakob Marsee,0.40372670807453415,0.6461538461538462,0.5962732919254659,0.6770833333333334
Bryce Teodosio,0.425531914893617,0.625,0.574468085106383,0.6481481481481481
C.J. Kayfus,0.2988505747126437,0.5769230769230769,0.7011494252873564,0.6885245901639344
Drew Gilbert,0.43209876543209874,0.5428571428571428,0.5679012345679012,0.5217391304347826
Kyle Karros,0.4536082474226804,0.5909090909090909,0.5463917525773195,0.660377358490566
Brett Harris,0.48148148148148145,0.6923076923076923,0.5185185185185185,0.4642857142857143
Dylan Beavers,0.28,0.6666666666666666,0.72,0.6296296296296297
Samuel Basallo,0.4177215189873418,0.6060606060606061,0.5822784810126582,0.5217391304347826
Carson Williams,0.48214285714285715,0.48148148148148145,0.5178571428571429,0.4482758620689655
Nick Yorke,0.4444444444444444,0.5833333333333334,0.5555555555555556,0.5
